0 0 -.12716281E+03
0 2 -.12715136E+03
0 4 -.12711856E+03
0 6 -.12704722E+03
0 8 -.12691999E+03
0 10 -.12670617E+03
2 0 -.12715136E+03
2 2 -.12714045E+03
2 4 -.12710308E+03
2 6 -.12702769E+03
2 8 -.12689359E+03
2 10 -.12667029E+03
4 0 -.12711856E+03
4 2 -.12710308E+03
4 4 -.12705901E+03
4 6 -.12696797E+03
4 8 -.12681301E+03
4 10 -.12656382E+03
6 0 -.12704722E+03
6 2 -.12702769E+03
6 4 -.12696797E+03
6 6 -.12685303E+03
6 8 -.12666307E+03
6 10 -.12636672E+03
8 0 -.12691999E+03
8 2 -.12689359E+03
8 4 -.12681301E+03
8 6 -.12666307E+03
8 8 -.12642275E+03
8 10 -.12605875E+03
10 0 -.12670617E+03
10 2 -.12667029E+03
10 4 -.12656382E+03
10 6 -.12636672E+03
10 8 -.12605875E+03
10 10 -.12560581E+03
